code,county_fips,geoid,hc.key
37686,47163,47179,us-tn-163
37690,47179,47179,us-tn-179
37694,47019,47179,us-tn-019
37096,47135,47181,us-tn-135
38425,47181,47181,us-tn-181
38450,47181,47181,us-tn-181
38452,47181,47181,us-tn-181
38463,47181,47181,us-tn-181
38464,47099,47181,us-tn-099
38471,47181,47181,us-tn-181
38475,47071,47181,us-tn-071
38485,47181,47181,us-tn-181
38486,47099,47181,us-tn-099
38201,47017,47183,us-tn-017
38224,47079,47183,us-tn-079
38225,47183,47183,us-tn-183
38226,47183,47183,us-tn-183
38229,47183,47183,us-tn-183
38230,47183,47183,us-tn-183
38237,47183,47183,us-tn-183
38241,47183,47183,us-tn-183
38242,47079,47183,us-tn-079
38255,47183,47183,us-tn-183
38257,47131,47183,us-tn-131
38261,47131,47183,us-tn-131
38506,47141,47185,us-tn-141
38559,47175,47185,us-tn-175
38579,47185,47185,us-tn-185
38583,47185,47185,us-tn-185
38587,47185,47185,us-tn-185
37014,47187,47187,us-tn-187
37025,47081,47187,us-tn-081
37027,47187,47187,us-tn-187
37046,47187,47187,us-tn-187
37060,47149,47187,us-tn-149
37062,47187,47187,us-tn-187
37064,47187,47187,us-tn-187
37067,47187,47187,us-tn-187
37069,47187,47187,us-tn-187
37135,47187,47187,us-tn-187
37174,47119,47187,us-tn-119
37179,47187,47187,us-tn-187
37215,47037,47187,us-tn-037
37221,47037,47187,us-tn-037
38401,47119,47187,us-tn-119
38476,47187,47187,us-tn-187
37012,47041,47189,us-tn-041
37016,47189,47189,us-tn-189
37076,47037,47189,us-tn-037
37085,47149,47189,us-tn-149
37087,47189,47189,us-tn-189
37090,47189,47189,us-tn-189
37095,47041,47189,us-tn-041
37118,47149,47189,us-tn-149
37122,47189,47189,us-tn-189
37138,47037,47189,us-tn-037
37184,47189,47189,us-tn-189
